case,surface_pressure,p,T,density,up_flux,down_flux
2,101300.0,24312.0,173.79251096967806,0.48734002122678993,280.0715407731571,1284.8516402123776
2,101300.0,26338.0,326.0745147864998,0.28138982243730953,287.7217692662617,1281.604850205541
2,101300.0,28364.0,280.48888595197104,0.35228509434099264,277.4265386387488,1296.2985841611237
2,101300.0,30390.0,318.0099614354873,0.33291428043128213,275.9300755381894,1301.7867525787885
2,101300.0,32416.0,188.14874014351201,0.6002063113854668,265.837768644701,1315.3804191089876
2,101300.0,34442.0,291.8652230833105,0.4111009317173632,274.6007833545642,1309.9782843837252
2,101300.0,36468.0,311.7681417833339,0.4074953529595095,270.1334888409115,1317.8717765306828
2,101300.0,38494.0,159.48909736653658,0.8408228212704892,259.70144328992524,1330.8563049953143
2,101300.0,40520.0,327.7993390970207,0.4306295340025687,271.37668324172523,1321.5859922749296
2,101300.0,42546.0,163.34814825381022,0.9073753333492579,254.02362374865055,1340.8018798643177
2,101300.0,44572.0,228.10493689113397,0.6807221554348802,266.41116308027443,1329.7294350653779
2,101300.0,46598.0,312.9490096103708,0.5187237637852408,274.04370857741327,1324.259869430951
2,101300.0,48624.0,193.11557251205576,0.8771539745168158,260.4925895552345,1339.2744158947396
2,101300.0,50650.0,338.0671119854091,0.521938069532598,272.8281221871517,1327.9614738842668
2,101300.0,52676.0,268.48444113324206,0.683496216241222,245.92385211118818,1354.5587340677691
2,101300.0,54702.0,299.4181886308318,0.6364546667579165,244.4723035650905,1353.4194073501599
2,101300.0,56728.0,333.17740715678053,0.5931497846292613,232.16414523865492,1361.8504160266457
2,101300.0,58754.0,169.76968631651886,1.2056458109303179,201.70172488261466,1385.0534784869353
2,101300.0,60780.0,154.01293588662037,1.374820327549802,214.18490122657155,1363.79669060735
2,101300.0,62806.0,339.78150994838563,0.6439376846252508,229.27258412491665,1341.9481784792947
2,101300.0,64832.0,214.05832396116313,1.0551148791938474,190.85851468227014,1371.544859392914
2,101300.0,66858.0,244.5474812929662,0.9524290547886508,198.01980439227412,1352.9038611060664
2,101300.0,68884.0,248.33133440603086,0.9663385044213826,199.2458198668168,1340.9441614627294
2,101300.0,70910.0,263.8245421406507,0.9363425105132103,199.54695325210923,1330.0451410600795
2,101300.0,72936.0,296.4890626365241,0.8569899196131738,194.77280004343652,1323.8221319802758
2,101300.0,74962.0,183.23465596686023,1.4252006008861986,174.80630345162112,1330.5570720635055
2,101300.0,76988.0,280.3655410468026,0.9566230736410565,186.5190628859538,1305.0197520105005
2,101300.0,79014.0,310.1866623757207,0.8874080766177416,172.80294673500447,1304.9506783910756
2,101300.0,81040.0,297.5557837275653,0.9487973977406718,140.30439482304263,1319.3493273390013
2,101300.0,83066.0,206.40998753238097,1.4019581153750533,111.28813022605982,1324.638824650707
2,101300.0,85092.0,150.34573075081298,1.971696565424204,113.02588578204538,1297.4083026696737
2,101300.0,87118.0,193.3544034996865,1.5696263404735293,122.7508954040631,1264.635164003036
2,101300.0,89144.0,152.18490927380276,2.040623936326115,128.5029969877711,1238.5715492989673
2,101300.0,91170.0,216.40254621052054,1.4676822338996318,140.4730032283414,1209.101384094856
2,101300.0,93196.0,282.9070964014602,1.1476141122143813,143.6830776476784,1190.7253493735568
2,101300.0,95222.0,314.47803202391725,1.054846909251728,119.89271907837418,1197.4048127845283
2,101300.0,97248.0,261.20563945092744,1.2970017977109076,69.87069595385769,1222.2787371526094
2,101300.0,99274.0,189.89217255477698,1.8212556269132274,46.91250457189259,1212.7974593419096
2,101300.0,101300.0,166.5582031355597,2.11878001179581,43.66238986106113,1182.6342508064597
3,101300.0,2026.0,334.05202882640793,0.021128456716401907,239.8810546024054,996.0676360919397
3,101300.0,4052.0,165.25993704554492,0.08541699770997549,238.35142110578985,998.8271908815253
3,101300.0,6078.0,252.61447601157255,0.08381947001043995,240.28606252847584,998.9286344064709
3,101300.0,8104.0,241.0186459269988,0.11713622910690111,241.23221671638206,1000.8366042046987
3,101300.0,10130.0,303.2860266361951,0.11635886938753343,242.95406389503603,1002.7690809121266
3,101300.0,12156.0,226.99626503800295,0.1865582369182165,240.76933854422407,1009.3129671865898
3,101300.0,14182.0,162.7070965251671,0.30365010426544625,243.97990267226808,1011.1468551454681
3,101300.0,16208.0,293.21553266081924,0.192568347741644,250.07113595251903,1010.9799543866189
3,101300.0,18234.0,263.0263714668507,0.2415044321773291,248.34122723437955,1019.3406635812809
3,101300.0,20260.0,273.3107164908589,0.2582410204292543,250.20052184445166,1024.6091753137518
3,101300.0,22286.0,296.95401620857876,0.26144802870220324,251.03728649001104,1031.4232075149262
3,101300.0,24312.0,164.51960883424897,0.5148082139579484,248.0359318318691,1042.3063302648861
3,101300.0,26338.0,174.14498427793364,0.5268831037399647,258.44289137115413,1040.3894578474346
3,101300.0,28364.0,218.9345679591478,0.45133143920711466,269.8976994687997,1038.7605178735537
3,101300.0,30390.0,347.69099241030153,0.3044946800242107,279.7731338583118,1040.0303538980445
3,101300.0,32416.0,211.5810292139536,0.5337343415565186,260.815253561167,1069.5821882956104
3,101300.0,34442.0,240.81444219231707,0.4982511183844316,272.233391558601,1068.1745779488022
3,101300.0,36468.0,250.1163820926669,0.5079398155154061,281.4389518673861,1070.226334663989
3,101300.0,38494.0,175.854017263145,0.762576112258766,290.29291264703227,1073.6653178500253
3,101300.0,40520.0,346.34587525488587,0.4075696773862726,309.5707698868546,1068.443880572901
3,101300.0,42546.0,263.5453947731369,0.5624005708821928,287.57488790814693,1103.7442006117333
3,101300.0,44572.0,202.74165066085123,0.765881523602754,295.35784085150544,1107.4683866410141
3,101300.0,46598.0,247.08152133260296,0.6570061867128981,315.58133254447694,1100.5960374451324
3,101300.0,48624.0,338.85056858324094,0.49990204436805524,331.08829633058224,1100.9277406485978
3,101300.0,50650.0,325.0311623029593,0.5428713190203502,311.6036250743024,1134.8694369300993
3,101300.0,52676.0,339.3223432663196,0.5408075927678667,297.46797860791526,1159.1209545309646
3,101300.0,54702.0,161.14370889573863,1.1825848168208228,272.1476450466045,1189.6906158874435
3,101300.0,56728.0,340.4023560608878,0.580560339197626,298.8899879849705,1167.808335454306
3,101300.0,58754.0,337.67939505353,0.6061433244928024,270.93569377446113,1199.9403385724002
3,101300.0,60780.0,310.9079600381567,0.6810379346240087,240.39982575268488,1227.4857878161138
3,101300.0,62806.0,196.39005731869247,1.1140997756295772,222.91058034004945,1236.4090069356316
3,101300.0,64832.0,174.545105951233,1.2939699534733622,242.85398986708356,1208.7463170003207
3,101300.0,66858.0,331.73657986628916,0.7021056482606899,269.28110531770596,1180.8593099248924
3,101300.0,68884.0,288.75116487614804,0.8310689599947402,238.9726220985642,1209.109178160197
3,101300.0,70910.0,286.8694884011346,0.8611237657228591,232.38017722702713,1208.7462891780026
3,101300.0,72936.0,187.86939704283952,1.3524722065144055,225.60393620419654,1207.238833611161
3,101300.0,74962.0,326.8042347368146,0.7990904462956364,250.8462166071798,1176.9100618693042
3,101300.0,76988.0,300.23723592649844,0.8933074033658157,217.95472395074566,1203.9170755346393
3,101300.0,79014.0,334.91445751940495,0.8218879277117095,199.46316912319955,1209.440149483251
3,101300.0,81040.0,290.6211070807585,0.9714371957331656,147.964843449272,1238.8301970186676
3,101300.0,83066.0,223.3888778132843,1.2954009167697096,122.5357418737629,1232.9290676969388
3,101300.0,85092.0,223.93634433000386,1.3237518984891834,123.8866326145232,1200.3006884434617
3,101300.0,87118.0,244.84695068265347,1.239526013836351,125.35483620403096,1171.912815059164
3,101300.0,89144.0,164.2664598193409,1.89053912133544,119.27846857470844,1153.7210565270623
3,101300.0,91170.0,272.73802075861875,1.1645247390165654,133.25631060271243,1119.8939829019903
3,101300.0,93196.0,165.67395485275966,1.959681451224209,113.63728257727155,1121.2324464903552
3,101300.0,95222.0,305.10933323812895,1.0872370785494538,126.92720363907381,1090.912290885139
3,101300.0,97248.0,244.8153035570931,1.3838358101705543,79.85569567345519,1117.199282557186
3,101300.0,99274.0,175.19173352067634,1.974078233156751,63.05986724173808,1104.587914072466
3,101300.0,101300.0,183.54074108529946,1.9227349171497672,64.38331278008394,1075.3556031302962
4,101300.0,2026.0,289.4932658958362,0.02438054581423173,273.435539299406,1175.2652051044117
4,101300.0,4052.0,303.90674239947157,0.04644848466578328,272.90666052619014,1177.0636939427038
4,101300.0,6078.0,265.687203058247,0.07969526289759991,271.3468702334869,1180.706212367785
4,101300.0,8104.0,267.98008293900756,0.10535117020157664,271.3599069474647,1183.558744130416
4,101300.0,10130.0,259.7462573803645,0.1358634365566522,271.23648540423045,1187.311453116772
4,101300.0,12156.0,189.76111803202306,0.22316491087159165,271.68011591718664,1191.22948304258
4,101300.0,14182.0,340.7553884541284,0.14498971549277767,276.0176245527439,1192.0410879422773
4,101300.0,16208.0,296.791195860827,0.19024833433117555,264.6933331614499,1208.9781186261278
4,101300.0,18234.0,178.2869960780119,0.3562909011096361,260.27216554989786,1219.1212631685412
4,101300.0,20260.0,286.87715593200323,0.24602878570637804,266.7555593140571,1218.890815899828
4,101300.0,22286.0,313.0922374030473,0.24797178875115536,263.2244672099576,1229.1875943138828
4,101300.0,24312.0,299.3135527446612,0.2829676277882166,253.29523227130431,1245.7074221277126
4,101300.0,26338.0,308.120362993652,0.2977863875195921,245.6391132047621,1259.4708103819612
4,101300.0,28364.0,253.70401008367253,0.38947769732374926,234.56680902010277,1275.9698338976098
4,101300.0,30390.0,200.1201299472076,0.5290325241603827,234.9527322272658,1280.5849310562267
4,101300.0,32416.0,241.13857991226394,0.46831187839974786,242.57077236082978,1278.424920900326
4,101300.0,34442.0,203.76867963753722,0.5888346793966359,245.77895803643867,1281.274337133964
4,101300.0,36468.0,182.98977618111445,0.6942686724300267,254.6990574768538,1279.0790742140896
4,101300.0,38494.0,317.95519117313404,0.4217640615170624,266.7798744371774,1274.9285346973293
4,101300.0,40520.0,342.98492541423957,0.41156350084836574,247.76457022839713,1301.2649853119256
4,101300.0,42546.0,216.08755809055882,0.6859167727355651,212.6858493045852,1339.7688487507398
4,101300.0,44572.0,167.17064767716434,0.9288477759907663,219.3620243374296,1334.3341114063503
4,101300.0,46598.0,244.4737822856033,0.6640143029664849,232.71782177411512,1323.6060881153765
4,101300.0,48624.0,274.48947866431683,0.6171168847502377,235.6797276290157,1324.3707082713768
4,101300.0,50650.0,157.68403880259737,1.1190105044367913,229.4736402393899,1333.8026902976196
4,101300.0,52676.0,349.945363082764,0.5243907163610835,246.39143943399654,1320.7734290757846
4,101300.0,54702.0,184.25019594036092,1.0342789731848019,194.72556333531344,1372.9935010192303
4,101300.0,56728.0,197.20711259021297,1.002114501361995,206.83463180245798,1357.7159174182668
4,101300.0,58754.0,280.2808871080116,0.730274951112121,218.74246620310527,1344.960728078745
4,101300.0,60780.0,210.54292768541166,1.0056861908889536,206.6593744109001,1356.1082166646604
4,101300.0,62806.0,316.06228222810716,0.6922626681431256,216.84202185368764,1344.7300350281184
4,101300.0,64832.0,154.78753938476518,1.459136333095232,181.1608162155942,1376.5319749769164
4,101300.0,66858.0,177.63989799541656,1.3111588617598435,197.52182580533588,1354.385492749362
4,101300.0,68884.0,298.3432627344823,0.8043490846463625,213.76091418833948,1336.2261648765225
4,101300.0,70910.0,279.56558437926935,0.8836214037985611,187.47350217203598,1359.4575261991413
4,101300.0,72936.0,190.87559791034874,1.3311714055476136,169.1220632824958,1369.6940548642174
4,101300.0,74962.0,275.6651445630555,0.9473310171333998,180.80241133376637,1349.6670714663492
4,101300.0,76988.0,254.17914593888693,1.0551776174577092,162.8012460699016,1359.155335383976
4,101300.0,79014.0,205.71666427675777,1.3380644218544948,153.43886303307056,1357.2378208472896
4,101300.0,81040.0,233.39645429586244,1.209616290595058,160.36894599399756,1339.6638490321593
4,101300.0,83066.0,262.807344163092,1.1011037687588514,159.44030601512782,1331.640710252567
4,101300.0,85092.0,186.38338801331366,1.5904644942198132,144.0493672950464,1336.650837914778
4,101300.0,87118.0,188.29864855270324,1.6117702761669561,154.81269062337475,1315.8089184547807
4,101300.0,89144.0,230.502140608163,1.347285399573171,167.173041065037,1297.5187974657686
4,101300.0,91170.0,179.82605867725624,1.7662077163903014,168.5103427050762,1292.6479066302916
4,101300.0,93196.0,261.7716250458016,1.240272608687453,185.66618724932914,1274.8027664825638
4,101300.0,95222.0,177.49689608688794,1.868912569297038,173.50530522631703,1286.807084558259
4,101300.0,97248.0,284.3560862260213,1.191408239002124,192.85643121968639,1268.099291021122
4,101300.0,99274.0,258.9744606840384,1.3354297055342057,164.1530786214597,1295.5967698230752
4,101300.0,101300.0,226.38755312369,1.558832129836388,149.02309449551723,1302.468298590883
5,101300.0,2026.0,329.8086463210542,0.02140029957011602,413.00634861973384,730.7150697950415
5,101300.0,4052.0,188.16926898193992,0.07501760378058772,411.62515035155275,733.2578499381051
5,101300.0,6078.0,324.1670875315481,0.0653182025895653,413.43464507272523,733.3721332440836
5,101300.0,8104.0,289.5447620073163,0.09750483874278007,410.63756465246473,738.8170587273338
5,101300.0,10130.0,167.23032943684436,0.21102642851488565,409.8196700251536,742.9260693392765
5,101300.0,12156.0,218.56097167537825,0.19375839459301178,414.1933447255094,742.5602550848188
5,101300.0,14182.0,263.72543415530595,0.18733887758243362,417.94071466681163,743.616799883269
5,101300.0,16208.0,201.60110006956643,0.28007798884627116,419.35476133044676,747.7213728617263
5,101300.0,18234.0,202.92406035078196,0.3130335278081786,425.2751116357405,748.0673277444064
5,101300.0,20260.0,299.38735427955896,0.23574822821322136,432.0404758205405,748.4666624834133
5,101300.0,22286.0,347.6066996422667,0.2233502467956885,429.2503926107315,758.9978972656904
5,101300.0,24312.0,339.89373401993214,0.24918389928321907,414.0969665965252,781.5333769963268
5,101300.0,26338.0,315.53594662444755,0.29078794602857455,399.40023713235695,802.5613055948711
5,101300.0,28364.0,261.45902940795963,0.37792557355137907,390.1590417965605,817.1374468360347
5,101300.0,30390.0,203.96083896741288,0.5190705138165765,391.84362095374695,820.437732072283
5,101300.0,32416.0,245.4156369613645,0.4601502280441005,401.02867057977414,816.7832449414411
5,101300.0,34442.0,317.99013717928517,0.3773263731063332,406.3673230804375,817.7155341622964
5,101300.0,36468.0,335.7600828071536,0.3783775245567198,393.87194534702843,835.9133309304254
5,101300.0,38494.0,302.123672830284,0.4438648304297095,372.4119058372255,860.7321511152118
5,101300.0,40520.0,207.26716406169953,0.6810537370004222,361.9511313584037,872.2133779769005
5,101300.0,42546.0,158.12807950520494,0.9373292898868496,371.57865622785073,863.3500879496241
5,101300.0,44572.0,212.65297808753488,0.7301853268283568,386.6915701019509,850.6004660339153
5,101300.0,46598.0,175.8591908498503,0.9230912945377812,398.621406752584,842.8176143994269
5,101300.0,48624.0,264.6344954257696,0.6400983050131301,416.2838238603951,831.2806476143064
5,101300.0,50650.0,297.21128390893296,0.5936857224310174,420.62873179413265,834.3821600219512
5,101300.0,52676.0,254.34641730181283,0.7214888323606913,413.5487917941046,848.0532801070924
5,101300.0,54702.0,214.38197540908942,0.8889091683321404,421.1020357248043,846.5033826802625
5,101300.0,56728.0,298.1686452757278,0.6627930549693768,439.0302037470377,836.2940860725435
5,101300.0,58754.0,192.4696167167265,1.0634515443116026,432.5569225739935,850.7840701458582
5,101300.0,60780.0,161.1105100131695,1.3142538928418885,456.6948903964444,835.5377488132387
5,101300.0,62806.0,186.0197197427876,1.1762092701632423,487.9441359050347,817.853640925064
5,101300.0,64832.0,279.29895377769833,0.8086536650849223,521.2503347762356,803.5208502738618
5,101300.0,66858.0,326.5610929518648,0.7132329340076551,533.5740809951515,813.2213204177879
5,101300.0,68884.0,271.77029129123554,0.8829961845746053,518.6274514520749,847.6376704163006
5,101300.0,70910.0,342.03227009805374,0.7222421850784914,535.0091539960796,848.7391709138742
5,101300.0,72936.0,321.9453117656875,0.7892276379535726,505.70723509725326,891.9267930248612
5,101300.0,74962.0,151.53300911649345,1.72336142012718,489.30184423377875,914.8552829327182
5,101300.0,76988.0,317.7380207250254,0.8441046652435008,533.7529881358037,879.2394547508595
5,101300.0,79014.0,329.70766084269724,0.8348673147229115,524.0101775393143,900.7794925692258
5,101300.0,81040.0,204.53482301754718,1.3803036036517833,501.82942617273414,928.7600277700342
5,101300.0,83066.0,219.04277944999882,1.3211033837412651,543.7537002905158,894.0317986996334
5,101300.0,85092.0,330.48100145240403,0.8969839707722592,589.5905506792842,865.9353505295883
5,101300.0,87118.0,266.5583941470013,1.1385654004663779,575.4482031830541,899.5117600437969
5,101300.0,89144.0,348.19406459081983,0.8918939183431671,608.8724062147639,885.2469586491895
5,101300.0,91170.0,329.2663312507766,0.9645996031155888,576.5502727944952,933.8031016565046
5,101300.0,93196.0,327.43380869938596,0.991553613738113,560.3862612882122,956.1849865320561
5,101300.0,95222.0,298.93486654729594,1.109693840465783,542.9833015722929,973.1440835779259
5,101300.0,97248.0,202.07478745787924,1.676528715937394,550.194435186073,963.1974675869842
5,101300.0,99274.0,226.16499823232994,1.52915875787683,610.8729024828324,910.0725667622644
5,101300.0,101300.0,330.4571996640151,1.067914973446042,676.5568078689648,870.3563894829449
6,101300.0,2026.0,327.89264176381806,0.021525349864877117,257.2329869647633,1305.8449653539528
6,101300.0,4052.0,272.0208363083633,0.05189311177680549,256.15850715498925,1307.3905530155284
6,101300.0,6078.0,194.98450624039094,0.10859330263990391,255.94733594983995,1308.376215388458
6,101300.0,8104.0,348.40881360806395,0.08103128918001223,257.1226473954957,1308.2822263054115
6,101300.0,10130.0,262.3618352931575,0.13450896591340236,252.3952566738945,1314.3532270707158
6,101300.0,12156.0,263.16863954251835,0.1609159171325508,252.3135621290395,1316.0025653306707
6,101300.0,14182.0,158.92356347333813,0.3108791782968272,252.17604395879096,1317.9570028870946
6,101300.0,16208.0,154.81215241635329,0.3647260875543227,255.2843815448177,1316.943722679641
6,101300.0,18234.0,240.13888105602294,0.2645220724333504,258.9183189476717,1315.7366095429636
6,101300.0,20260.0,228.82752602324874,0.3084420810181688,260.3060340835972,1317.0797768196312
6,101300.0,22286.0,244.62296591653572,0.31737838621180314,262.51375988868546,1317.873203869513
6,101300.0,24312.0,212.50958870263997,0.39855164419678657,263.96806539738066,1319.6792325077747
6,101300.0,26338.0,177.15483572690115,0.5179313871993395,267.6149296194787,1319.5716068064526
6,101300.0,28364.0,178.4243990788805,0.5538034829278351,273.1538481250899,1317.943525130239
6,101300.0,30390.0,161.95800806234976,0.6536883155571889,279.22149185058714,1316.223282169626
6,101300.0,32416.0,187.7365638541961,0.6015240664629645,286.4299475889759,1313.8504213205701
6,101300.0,34442.0,178.08276231087066,0.6737657457041858,293.37613261092804,1312.259385334248
6,101300.0,36468.0,241.08817628761824,0.5269610104228689,301.425691374984,1310.1149094703119
6,101300.0,38494.0,306.11693728384483,0.43807465865657025,305.584898004722,1312.3143520320164
6,101300.0,40520.0,333.4313349796504,0.42335576124036206,298.96089975304966,1325.201558524911
6,101300.0,42546.0,292.61704550270633,0.5065257911382138,283.9373100196412,1345.6064067794487
6,101300.0,44572.0,292.10990487271494,0.5315673372100499,279.01837710245616,1355.008365193728
6,101300.0,46598.0,315.85161006195017,0.5139568169562769,273.76982771444597,1364.1811549662439
6,101300.0,48624.0,310.1254888744684,0.546204997805279,261.3576990127308,1379.5798028700108
6,101300.0,50650.0,279.8498975813073,0.6305169211321917,249.64043587788495,1392.992734227331
6,101300.0,52676.0,220.11742668029086,0.8336827410795877,245.32144959147,1398.0452104254698
6,101300.0,54702.0,329.5183154230309,0.578317181615987,251.31319673046175,1392.665179765093
6,101300.0,56728.0,251.04401811573712,0.787208987418576,230.1146154145216,1413.4737210922367
6,101300.0,58754.0,267.37844141317385,0.765514639283032,230.76423479221188,1411.121409789903
6,101300.0,60780.0,163.64285081286874,1.2939160733925505,227.8775101849274,1411.9773854993284
6,101300.0,62806.0,171.0362298515814,1.279250127206964,239.0777600651097,1399.0118211341864
6,101300.0,64832.0,228.77313768742073,0.98724931130382,250.88621742960507,1386.5638327911402
6,101300.0,66858.0,171.45836020699394,1.3584296862376286,257.2691190667192,1380.3726657230243
6,101300.0,68884.0,193.63692760525595,1.2392890821945497,271.02962938142014,1367.7477350070133
6,101300.0,70910.0,232.11944730012476,1.0642371287553998,284.1465543127387,1357.1274068008822
6,101300.0,72936.0,329.8849663652561,0.7702325472865834,292.8586656437896,1351.916770743885
6,101300.0,74962.0,281.6212265745949,0.9272956622038343,267.2847113372554,1379.3529980237058
6,101300.0,76988.0,227.52188807753083,1.1788059069193215,261.5417941874613,1384.3285155409733
6,101300.0,79014.0,272.47648988833384,1.010223485938632,270.2118558257309,1374.7424593707053
6,101300.0,81040.0,338.31395384586517,0.8344916018806139,267.704042848679,1376.4178898235086
6,101300.0,83066.0,264.7875296213258,1.0928692810017393,231.67153819296675,1408.3478412869758
6,101300.0,85092.0,316.44512075985017,0.9367695739335958,228.5158640140321,1404.1688757656816
6,101300.0,87118.0,232.43159361311797,1.3057354211700698,201.45776462147805,1421.4632560327975
6,101300.0,89144.0,339.4407331417997,0.9148936420721449,204.94024269117912,1406.4041981379296
6,101300.0,91170.0,227.26223614104788,1.3975492709959245,158.74865529419344,1437.7096112312306
6,101300.0,93196.0,335.59068748621473,0.967452877515401,159.7420780107543,1418.4494973462613
6,101300.0,95222.0,247.55551764520737,1.340007216415268,110.15667267525188,1446.24990583596
6,101300.0,97248.0,156.69942338526366,2.1620001951579617,100.92454395388904,1429.457457038486
6,101300.0,99274.0,300.52608316672786,1.1507892563864297,107.26395433319058,1398.0431042878743
6,101300.0,101300.0,189.75321529406378,1.8597850426795386,73.5529286589504,1405.373808880232
7,101300.0,2026.0,292.067249100765,0.0241656805198653,187.0103454389809,1273.642518039849
7,101300.0,4052.0,262.09126734717626,0.05385913009253907,186.5388722283957,1274.9182677059707
7,101300.0,6078.0,153.45890068017655,0.13797838641098917,186.50363545170086,1276.2816725577316
7,101300.0,8104.0,162.68238013174744,0.17354070739238306,188.17812349339377,1276.4669812317036
7,101300.0,10130.0,250.13937850724824,0.1410814217698331,190.28022700016746,1276.7787687702125
7,101300.0,12156.0,336.95454740842877,0.12567874010965402,190.79144316709392,1279.2163559852845
7,101300.0,14182.0,279.6187754640132,0.17669066300218292,184.47179809369283,1288.839843538229
